destination,annual_visitors,day,weather,holiday,festival,crowd_score,crowd
Kerala,7537617,Tuesday,Rainy,Yes,Yes,40.3,Medium
Kerala,7537617,Wednesday,Sunny,Yes,Yes,50.3,Medium
Kerala,7537617,Wednesday,Cloudy,Yes,Yes,50.3,Medium
Kerala,7537617,Wednesday,Rainy,Yes,Yes,40.3,Medium
Kerala,7537617,Thursday,Sunny,Yes,Yes,50.3,Medium
Kerala,7537617,Thursday,Cloudy,Yes,Yes,50.3,Medium
Kerala,7537617,Thursday,Rainy,Yes,Yes,40.3,Medium
Kerala,7537617,Friday,Sunny,Yes,Yes,60.3,Medium
Kerala,7537617,Friday,Cloudy,Yes,Yes,60.3,Medium
Kerala,7537617,Friday,Rainy,Yes,Yes,50.3,Medium
Kerala,7537617,Saturday,Sunny,Yes,Yes,60.3,Medium
Kerala,7537617,Saturday,Cloudy,Yes,Yes,60.3,Medium
Kerala,7537617,Saturday,Rainy,Yes,Yes,50.3,Medium
Kerala,7537617,Sunday,Sunny,Yes,Yes,70.3,High
Kerala,7537617,Sunday,Cloudy,Yes,Yes,70.3,High
Kerala,7537617,Sunday,Rainy,Yes,Yes,60.3,Medium
Karnataka,254000000,Monday,Sunny,No,No,54.7,Medium
Karnataka,254000000,Monday,Cloudy,No,No,54.7,Medium
Karnataka,254000000,Monday,Rainy,No,No,44.7,Medium
Karnataka,254000000,Tuesday,Sunny,No,No,54.7,Medium
Karnataka,254000000,Tuesday,Cloudy,No,No,54.7,Medium
Karnataka,254000000,Tuesday,Rainy,No,No,44.7,Medium
Karnataka,254000000,Wednesday,Sunny,No,No,54.7,Medium
Karnataka,254000000,Wednesday,Cloudy,No,No,54.7,Medium
Karnataka,254000000,Wednesday,Rainy,No,No,44.7,Medium
Karnataka,254000000,Thursday,Sunny,No,No,54.7,Medium
Karnataka,254000000,Thursday,Cloudy,No,No,54.7,Medium
Karnataka,254000000,Thursday,Rainy,No,No,44.7,Medium
Karnataka,254000000,Friday,Sunny,No,No,64.7,Medium
Karnataka,254000000,Friday,Cloudy,No,No,64.7,Medium
Karnataka,254000000,Friday,Rainy,No,No,54.7,Medium
Karnataka,254000000,Saturday,Sunny,No,No,64.7,Medium
Karnataka,254000000,Saturday,Cloudy,No,No,64.7,Medium
Karnataka,254000000,Saturday,Rainy,No,No,54.7,Medium
Karnataka,254000000,Sunday,Sunny,No,No,74.7,High
Karnataka,254000000,Sunday,Cloudy,No,No,74.7,High
Karnataka,254000000,Sunday,Rainy,No,No,64.7,Medium
Karnataka,254000000,Monday,Sunny,Yes,No,64.7,Medium
Karnataka,254000000,Monday,Cloudy,Yes,No,64.7,Medium
Karnataka,254000000,Monday,Rainy,Yes,No,54.7,Medium
Karnataka,254000000,Tuesday,Sunny,Yes,No,64.7,Medium
Karnataka,254000000,Tuesday,Cloudy,Yes,No,64.7,Medium
Karnataka,254000000,Tuesday,Rainy,Yes,No,54.7,Medium
Karnataka,254000000,Wednesday,Sunny,Yes,No,64.7,Medium
Karnataka,254000000,Wednesday,Cloudy,Yes,No,64.7,Medium
Karnataka,254000000,Wednesday,Rainy,Yes,No,54.7,Medium
Karnataka,254000000,Thursday,Sunny,Yes,No,64.7,Medium
Karnataka,254000000,Thursday,Cloudy,Yes,No,64.7,Medium
Karnataka,254000000,Thursday,Rainy,Yes,No,54.7,Medium
Karnataka,254000000,Friday,Sunny,Yes,No,74.7,High
Karnataka,254000000,Friday,Cloudy,Yes,No,74.7,High
Karnataka,254000000,Friday,Rainy,Yes,No,64.7,Medium
Karnataka,254000000,Saturday,Sunny,Yes,No,74.7,High
Karnataka,254000000,Saturday,Cloudy,Yes,No,74.7,High
Karnataka,254000000,Saturday,Rainy,Yes,No,64.7,Medium
Karnataka,254000000,Sunday,Sunny,Yes,No,84.7,High
Karnataka,254000000,Sunday,Cloudy,Yes,No,84.7,High
Karnataka,254000000,Sunday,Rainy,Yes,No,74.7,High
Karnataka,254000000,Monday,Sunny,No,Yes,69.7,Medium
Karnataka,254000000,Monday,Cloudy,No,Yes,69.7,Medium
Karnataka,254000000,Monday,Rainy,No,Yes,59.7,Medium
Karnataka,254000000,Tuesday,Sunny,No,Yes,69.7,Medium
Karnataka,254000000,Tuesday,Cloudy,No,Yes,69.7,Medium
Karnataka,254000000,Tuesday,Rainy,No,Yes,59.7,Medium
Karnataka,254000000,Wednesday,Sunny,No,Yes,69.7,Medium
Karnataka,254000000,Wednesday,Cloudy,No,Yes,69.7,Medium
Karnataka,254000000,Wednesday,Rainy,No,Yes,59.7,Medium
Karnataka,254000000,Thursday,Sunny,No,Yes,69.7,Medium
Karnataka,254000000,Thursday,Cloudy,No,Yes,69.7,Medium
Karnataka,254000000,Thursday,Rainy,No,Yes,59.7,Medium
Karnataka,254000000,Friday,Sunny,No,Yes,79.7,High
Karnataka,254000000,Friday,Cloudy,No,Yes,79.7,High
Karnataka,254000000,Friday,Rainy,No,Yes,69.7,Medium
Karnataka,254000000,Saturday,Sunny,No,Yes,79.7,High
Karnataka,254000000,Saturday,Cloudy,No,Yes,79.7,High
Karnataka,254000000,Saturday,Rainy,No,Yes,69.7,Medium
Karnataka,254000000,Sunday,Sunny,No,Yes,89.7,High
Karnataka,254000000,Sunday,Cloudy,No,Yes,89.7,High
Karnataka,254000000,Sunday,Rainy,No,Yes,79.7,High
Karnataka,254000000,Monday,Sunny,Yes,Yes,79.7,High
Karnataka,254000000,Monday,Cloudy,Yes,Yes,79.7,High
Karnataka,254000000,Monday,Rainy,Yes,Yes,69.7,Medium
Karnataka,254000000,Tuesday,Sunny,Yes,Yes,79.7,High
Karnataka,254000000,Tuesday,Cloudy,Yes,Yes,79.7,High
Karnataka,254000000,Tuesday,Rainy,Yes,Yes,69.7,Medium
Karnataka,254000000,Wednesday,Sunny,Yes,Yes,79.7,High
Karnataka,254000000,Wednesday,Cloudy,Yes,Yes,79.7,High
Karnataka,254000000,Wednesday,Rainy,Yes,Yes,69.7,Medium
Karnataka,254000000,Thursday,Sunny,Yes,Yes,79.7,High
Karnataka,254000000,Thursday,Cloudy,Yes,Yes,79.7,High
Karnataka,254000000,Thursday,Rainy,Yes,Yes,69.7,Medium
Karnataka,254000000,Friday,Sunny,Yes,Yes,89.7,High
Karnataka,254000000,Friday,Cloudy,Yes,Yes,89.7,High
Karnataka,254000000,Friday,Rainy,Yes,Yes,79.7,High
Karnataka,254000000,Saturday,Sunny,Yes,Yes,89.7,High
Karnataka,254000000,Saturday,Cloudy,Yes,Yes,89.7,High
Karnataka,254000000,Saturday,Rainy,Yes,Yes,79.7,High
Karnataka,254000000,Sunday,Sunny,Yes,Yes,99.7,High
Karnataka,254000000,Sunday,Cloudy,Yes,Yes,99.7,High
Karnataka,254000000,Sunday,Rainy,Yes,Yes,89.7,High
